filepath,water_fraction,water_pixels,total_pixels,error
data/raw/external/river_water_dataset\2019\images\DJI_3150.JPG,0.020970639151882832,109507,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3151.JPG,0.008139726384165212,42505,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3158.JPG,0.19824374942549866,1035213,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3159.JPG,0.23313206636639397,1217397,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3160.JPG,0.29207800962098235,1525208,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3161.JPG,0.363124865949689,1896209,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3162.JPG,0.3709920872016423,1937291,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3163.JPG,0.4974469160768453,2597628,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3164.JPG,0.5128016131997426,2677809,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3165.JPG,0.5008173238961915,2615228,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3166.JPG,0.49926904280417933,2607143,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3167.JPG,0.5467718770107547,2855199,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3168.JPG,0.557289847412446,2910123,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3169.JPG,0.5396901905812421,2818219,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3170.JPG,0.4219961240310077,2203630,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3171.JPG,0.38284864570885807,1999205,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3172.JPG,0.3064709915127003,1600367,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3173.JPG,0.2908826638477801,1518966,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3174.JPG,0.22303616294389803,1164677,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3175.JPG,0.2941276388761222,1535911,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3176.JPG,0.24479635842755154,1278307,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3177.JPG,0.11246610442136226,587289,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3178.JPG,0.11025331678769494,575734,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3179.JPG,0.026161641695008734,136614,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3180.JPG,0.009858442871587462,51480,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3181.JPG,0.0054265480895915675,28337,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3187.JPG,0.049849863651683674,260312,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3188.JPG,0.0537302371541502,280575,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3189.JPG,0.07250532371235101,378617,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3190.JPG,0.06355459294665564,331877,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3191.JPG,0.10398397524282256,542996,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3192.JPG,0.1627816971535374,850033,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3193.JPG,0.18247177283451296,952853,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3194.JPG,0.19986729019211324,1043691,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3195.JPG,0.3493649845267641,1824356,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3196.JPG,0.3648581364708766,1905260,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3197.JPG,0.3778512501149003,1973109,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3198.JPG,0.3625886647057021,1893409,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3199.JPG,0.3336355210344088,1742218,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3200.JPG,0.3146541884977173,1643099,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3201.JPG,0.26700906946104114,1394300,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3202.JPG,0.21697689738640194,1133036,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3203.JPG,0.1853343214756258,967801,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3204.JPG,0.15666268345742562,818080,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3205.JPG,0.047833363973404416,249782,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3213.JPG,0.0034180914299721176,17849,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3214.JPG,0.003602123356926188,18810,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3215.JPG,0.03304780617091032,172573,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3216.JPG,0.1955922342739835,1021367,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3217.JPG,0.3226472255415633,1684838,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3218.JPG,0.33189995250788984,1733155,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3219.JPG,0.3317649446946717,1732450,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3220.JPG,0.3318957394981156,1733133,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3221.JPG,0.33413591169531515,1744831,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3222.JPG,0.33306695621533844,1739249,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3223.JPG,0.33371958972944815,1742657,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3224.JPG,0.3319539556331771,1733437,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3225.JPG,0.3287043845941723,1716468,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3226.JPG,0.32769115574348134,1711177,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3227.JPG,0.32830548916873487,1714385,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3228.JPG,0.3243035128841499,1693487,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3229.JPG,0.2026653031835034,1058302,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3230.JPG,0.04820047032509116,251699,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3245.JPG,0.03815435701810828,199239,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3246.JPG,0.02718291356435947,141947,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3247.JPG,0.03157727425927628,164894,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3248.JPG,0.07809809418757852,407822,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3249.JPG,0.08720777032202714,455392,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3250.JPG,0.18953143671293318,989718,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3251.JPG,0.32609768054661886,1702856,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3252.JPG,0.35695587063761985,1863995,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3253.JPG,0.3578836902901615,1868840,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3254.JPG,0.3625653016514998,1893287,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3255.JPG,0.32613138462481234,1703032,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3256.JPG,0.3283828553482244,1714789,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3257.JPG,0.32746882372767105,1710016,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3258.JPG,0.3278792091797653,1712159,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3259.JPG,0.32861954989735576,1716025,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3260.JPG,0.32817028985507246,1713679,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3261.JPG,0.278426900450409,1453923,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3262.JPG,0.1185673085761559,619149,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3263.JPG,0.00955702117228912,49906,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3269.JPG,0.047079809725158565,245847,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3270.JPG,0.14820755584152956,773928,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3271.JPG,0.31769923706222997,1659000,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3272.JPG,0.3572948264239973,1865765,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3273.JPG,0.3572222477556148,1865386,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3274.JPG,0.35781704813555165,1868492,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3275.JPG,0.3576178876734994,1867452,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3276.JPG,0.38473741459080185,2009068,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3277.JPG,0.3981767242700003,2079247,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3278.JPG,0.4607481539357171,2405990,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3279.JPG,0.4500564926310629,2350159,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3280.JPG,0.4135498054355486,2159524,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3281.JPG,0.41769655605601,2181178,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3282.JPG,0.3611602628918099,1885950,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3283.JPG,0.2046287572387168,1068555,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3284.JPG,0.13572268437662777,708733,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3285.JPG,0.13380365842448755,698712,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3286.JPG,0.13975664123540765,729798,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3287.JPG,0.09861257928118393,514947,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3288.JPG,0.09220305941109784,481477,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3289.JPG,0.07776009590342249,406057,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3298.JPG,0.04435494990348378,231618,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3302.JPG,0.034810759260961485,181779,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3303.JPG,0.03664935502650366,191380,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3304.JPG,0.04836899071605846,252579,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3305.JPG,0.04775925330146766,249395,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3306.JPG,0.05498475656463523,287126,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3307.JPG,0.062266943959309984,325153,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3308.JPG,0.08632227226767165,450768,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3309.JPG,0.070630725863284,368828,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3310.JPG,0.11832180500658762,617867,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3311.JPG,0.23284845420841377,1215916,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3312.JPG,0.33175728467690047,1732410,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3313.JPG,0.38861300058216136,2029306,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3314.JPG,0.40956544719183746,2138718,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3315.JPG,0.4640731761497687,2423353,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3316.JPG,0.3870545699666023,2021168,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3317.JPG,0.30493956245978493,1592370,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3318.JPG,0.19282332935012408,1006908,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3319.JPG,0.1336144559855379,697724,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3320.JPG,0.12220217850905414,638130,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3321.JPG,0.04033344057358213,210618,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3332.JPG,0.007157329105003524,37375,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3333.JPG,0.023880488402733095,124702,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3334.JPG,0.0738218892667831,385492,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3335.JPG,0.10999555718969269,574388,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3336.JPG,0.11508429849557252,600961,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3337.JPG,0.2253391472868217,1176703,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3338.JPG,0.4001756059074057,2089685,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3339.JPG,0.5136614501945644,2682299,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3340.JPG,0.5035553972485216,2629526,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3341.JPG,0.486424725005362,2540071,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3342.JPG,0.4968547967031284,2594536,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3343.JPG,0.48744867788093266,2545418,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3344.JPG,0.41226043294420445,2152791,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3345.JPG,0.36076500597481387,1883886,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3346.JPG,0.34697831448968963,1811893,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3347.JPG,0.21424590955051015,1118775,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3348.JPG,0.09821598186107791,512876,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3349.JPG,0.07396704660354812,386250,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3350.JPG,0.07046048196831817,367939,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3351.JPG,0.05519655605601005,288232,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3352.JPG,0.031322195667493946,163562,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3353.JPG,0.027406586083279713,143115,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3354.JPG,0.010301957900542329,53796,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3366.JPG,0.007620185678830775,39792,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3367.JPG,0.01957670741796121,102228,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3368.JPG,0.021273401354291142,111088,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3369.JPG,0.02640963477035267,137909,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3370.JPG,0.05085964549437755,265585,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3371.JPG,0.07469857830070166,390070,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3372.JPG,0.07321770536507645,382337,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3373.JPG,0.13889699574103012,725309,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3374.JPG,0.2565789977632748,1339835,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3375.JPG,0.2863036967245764,1495055,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3376.JPG,0.28438811778043327,1485052,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3377.JPG,0.40129128749578696,2095511,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3378.JPG,0.5156114992186782,2692482,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3379.JPG,0.45330855317584334,2367141,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3380.JPG,0.5342452584489996,2789786,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3381.JPG,0.5435675000766002,2838466,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3382.JPG,0.48581786009743544,2536902,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3383.JPG,0.3286781490333058,1716331,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3384.JPG,0.28911683825106477,1509745,5221920,
data/raw/external/river_water_dataset\2019\images\DJI_3385.JPG,0.2926266583938475,1528073,5221920,
