filepath,water_fraction,water_pixels,total_pixels,error
data/raw/external/river_water_dataset\2023\images\DJI_11981.JPG,0.2681412200876306,1400212,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11982.JPG,0.29694365290927477,1550616,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11983.JPG,0.21899512056867973,1143575,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11984.JPG,0.47204438214296657,2464978,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11985.JPG,0.6551008058338695,3420884,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11986.JPG,0.620724752581426,3241375,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11987.JPG,0.44613322302907743,2329672,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11988.JPG,0.22879151729632013,1194731,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11989.JPG,0.06883943070747923,359474,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11990.JPG,0.013669684713668535,71382,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11991.JPG,0.6978590250329381,3644164,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11993.JPG,0.5365149217146183,2801638,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11994.JPG,0.3458254818151178,1805873,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11995.JPG,0.1868992631062904,975973,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11996.JPG,0.0904690228881331,472422,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11997.JPG,0.0805584918957012,420670,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11998.JPG,0.0650490624138248,339681,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_11999.JPG,0.1987058399975488,1037626,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12000.JPG,0.023672518920243895,123616,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12001.JPG,0.014654762999050159,76526,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12002.JPG,0.01082762662009376,56541,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12003.JPG,0.0038386264056132612,20045,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12004.JPG,0.03066266813739008,160118,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12005.JPG,0.13464013236510708,703080,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12006.JPG,0.24580997027913104,1283600,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12007.JPG,0.3612765036614885,1886557,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12008.JPG,0.7958245243128964,4155732,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12009.JPG,0.6979603287679628,3644693,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12010.JPG,0.26696349235530226,1394062,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12011.JPG,0.7373006480375034,3850125,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12012.JPG,0.5225535818243099,2728733,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12013.JPG,0.2683158684928149,1401124,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12014.JPG,0.06064589269847106,316688,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12015.JPG,0.09276434721328554,484408,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12016.JPG,0.037050739957716704,193476,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12017.JPG,0.01715020528847627,89557,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12018.JPG,0.0978890906026902,511169,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12019.JPG,0.240169133192389,1254144,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12020.JPG,0.4361604543922542,2277595,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12021.JPG,0.29351847596286423,1532730,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12022.JPG,0.5044420443055427,2634156,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12023.JPG,0.5491759735882588,2867753,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12024.JPG,0.5158300012256029,2693623,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12025.JPG,0.4811404617458713,2512477,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12026.JPG,0.3541848592088734,1849525,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12027.JPG,0.19513435671170756,1018976,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12028.JPG,0.05340564390109385,278880,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12029.JPG,0.06405115359867634,334470,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12030.JPG,0.14568109048012992,760735,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12031.JPG,0.057562544045102186,300587,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12032.JPG,0.2337628688298557,1220691,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12033.JPG,0.2946029429788277,1538393,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12034.JPG,0.45957521371449583,2399865,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12035.JPG,0.5934698348500168,3099052,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12036.JPG,0.5372296013726752,2805370,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12037.JPG,0.38481535527162425,2009475,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12038.JPG,0.28769437295094524,1502317,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12039.JPG,0.21075811195881974,1100562,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12040.JPG,0.11306147930263198,590398,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12041.JPG,0.021491903361215797,112229,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12042.JPG,0.010777453503692129,56279,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12043.JPG,0.1980578024941018,1034242,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12044.JPG,0.3120398244323927,1629447,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12045.JPG,0.31128512118148116,1625506,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12046.JPG,0.2566217023623495,1340058,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12047.JPG,0.16008058338695347,835928,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12048.JPG,0.08759326071636486,457405,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12049.JPG,0.04936958053742685,257804,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12050.JPG,0.4086575435855011,2133977,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12051.JPG,0.42128221037472807,2199902,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12052.JPG,0.5036191668964672,2629859,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12053.JPG,0.507856114226185,2651984,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12054.JPG,0.25631204614394704,1338441,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12055.JPG,0.3411465514599994,1781440,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12056.JPG,0.2618678570334283,1367453,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12057.JPG,0.2383583049912676,1244688,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12058.JPG,0.17175004596010662,896865,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12059.JPG,0.09989448325520116,521641,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12060.JPG,0.03391702668750191,177112,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12061.JPG,0.006688153016514998,34925,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12062.JPG,0.003263550571437326,17042,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12063.JPG,0.01596347703526672,83360,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12064.JPG,0.004655758801360419,24312,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12065.JPG,0.2588584275515519,1351738,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12066.JPG,0.31357393449152804,1637458,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12067.JPG,0.0032564650549989278,17005,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12068.JPG,0.008399209486166008,43860,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12069.JPG,0.008257499157398046,43120,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12070.JPG,0.008351908876428593,43613,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12073.JPG,0.009364371725342402,48900,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12074.JPG,0.054567477096546864,284947,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12075.JPG,0.29326148236663907,1531388,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12076.JPG,0.4684604513282471,2446263,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12077.JPG,0.2581860694916812,1348227,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12078.JPG,0.4568534178999295,2385652,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12079.JPG,0.36165835554738485,1888551,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12080.JPG,0.3565541027055183,1861897,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12081.JPG,0.36901407911266354,1926962,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12082.JPG,0.45534094739099795,2377754,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12083.JPG,0.3196197950179244,1669029,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12084.JPG,0.09759111591138891,509613,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12085.JPG,0.012803719704629716,66860,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12088.JPG,0.19088840886110855,996804,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12099.JPG,0.1279146367619573,667960,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12102.JPG,0.03837151852192297,200373,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12103.JPG,0.16604888623341607,867094,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12104.JPG,0.3321745641449888,1734589,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12105.JPG,0.4208591858933113,2197693,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12106.JPG,0.3265410040751295,1705171,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12107.JPG,0.29924548824953273,1562636,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12108.JPG,0.23731807457793302,1239256,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12109.JPG,0.17675491007139135,923000,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12110.JPG,0.01932967184483868,100938,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12111.JPG,0.3348469528449306,1748544,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12112.JPG,0.3580232941140423,1869569,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12113.JPG,0.2516852039096731,1314280,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12114.JPG,0.12222266905659221,638237,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12115.JPG,0.0017685066029353188,9235,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12121.JPG,0.014817538376689034,77376,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12124.JPG,0.01840280969451849,96098,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12125.JPG,0.017319874682109264,90443,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12126.JPG,0.011774979317952017,61488,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12127.JPG,0.05258257499157398,274582,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12128.JPG,0.11863873824187272,619522,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12129.JPG,0.1800031406072862,939962,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12130.JPG,0.30272639182522904,1580813,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12131.JPG,0.3652116462910194,1907106,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12132.JPG,0.01530720501271563,79933,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12133.JPG,0.3129193859729755,1634040,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12134.JPG,0.23819878512118148,1243855,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12135.JPG,0.07092506204614395,370365,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12136.JPG,0.08553099243190244,446636,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12137.JPG,0.05467835585378558,285526,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12138.JPG,0.016495082268590863,86136,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12139.JPG,0.11899282256334835,621371,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12140.JPG,0.19707483071360726,1029109,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12141.JPG,0.2689955035695683,1404673,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12142.JPG,0.3124672534240279,1631679,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12143.JPG,0.012193982290038912,63676,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12144.JPG,0.21129871771302508,1103385,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12145.JPG,0.3992510417624169,2084857,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12146.JPG,0.4676810445200233,2442193,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12147.JPG,0.4417932484603364,2307009,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12148.JPG,0.3470568296718448,1812303,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12149.JPG,0.1648280709011245,860719,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12150.JPG,0.08376631583785274,437421,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12151.JPG,0.049886248736097066,260502,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12154.JPG,0.037242431902442016,194477,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12159.JPG,0.08801590219689309,459612,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12160.JPG,0.16326351227134847,852549,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12161.JPG,0.3424629255139872,1788314,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12162.JPG,0.5327687900235929,2782076,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12163.JPG,0.5150708934644729,2689659,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12164.JPG,0.42444924472224776,2216440,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12165.JPG,0.04951875938352177,258583,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12166.JPG,0.214818878879799,1121767,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12167.JPG,0.03350032172074639,174936,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12168.JPG,0.06896237399270766,360116,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12169.JPG,0.036116217789625274,188596,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12170.JPG,0.011707954162453658,61138,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12171.JPG,0.10312375524711218,538504,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12172.JPG,0.31362851211814813,1637743,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12173.JPG,0.5079057128412537,2652243,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12174.JPG,0.5792907589545607,3025010,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12175.JPG,0.44597542666298984,2328848,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12176.JPG,0.3226315225051322,1684756,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12177.JPG,0.05242171461837791,273742,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12178.JPG,0.20948693200968227,1093924,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12179.JPG,0.06058269755185832,316358,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12184.JPG,0.0016830974047859792,8789,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12185.JPG,0.0026206835799859056,13685,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12186.JPG,0.061906923124061645,323273,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12187.JPG,0.2857073643410853,1491941,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12188.JPG,0.05209884486932009,272056,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12189.JPG,0.49402939914820604,2579782,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12190.JPG,0.5519739865796489,2882364,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12191.JPG,0.44070361093237737,2301319,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12192.JPG,0.19306232190458683,1008156,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12193.JPG,0.022438298556852653,117171,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12197.JPG,0.024871120200998867,129875,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12198.JPG,0.18795309005116892,981476,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12199.JPG,0.036693783129576864,191612,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12200.JPG,0.43141315837852745,2252805,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12201.JPG,0.5340076063976469,2788545,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12202.JPG,0.4732485369366057,2471266,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12203.JPG,0.25174284554340165,1314581,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12204.JPG,0.045967000643441495,240036,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12205.JPG,0.002200340104789043,11490,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12206.JPG,0.0020513527591384012,10712,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12207.JPG,0.002076247816894935,10842,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12208.JPG,0.0020655237920151974,10786,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12209.JPG,0.0020140101725036,10517,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12210.JPG,0.049755645433097406,259820,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12211.JPG,0.002130442442626467,11125,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12212.JPG,0.15274535036921286,797624,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12213.JPG,0.41604620522719615,2172560,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12214.JPG,0.505218961607991,2638213,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12215.JPG,0.5115643288292429,2671348,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12216.JPG,0.2928371173821123,1529172,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12217.JPG,0.040128343597757146,209547,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12221.JPG,0.10319997242393603,538902,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12223.JPG,0.0016658623648006863,8699,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12224.JPG,0.12475028342065754,651436,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12225.JPG,0.3983069445721114,2079927,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12226.JPG,0.5113435288169869,2670195,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12227.JPG,0.490156877163955,2559560,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12228.JPG,0.2887721374513589,1507945,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12229.JPG,0.04511156815883813,235569,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12232.JPG,0.3111817109415694,1624966,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12233.JPG,0.14174135183993627,740162,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12234.JPG,0.4097366485890247,2139612,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12235.JPG,0.4997202178509054,2609499,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12236.JPG,0.4878828093881178,2547685,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12237.JPG,0.27059395777798206,1413020,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12238.JPG,0.029571498605876767,154420,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12243.JPG,0.2994155406440543,1563524,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12246.JPG,0.036322463768115945,189673,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12247.JPG,0.2927781352452738,1528864,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12248.JPG,0.5070841759352882,2647953,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12249.JPG,0.5138113950424364,2683082,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12250.JPG,0.4147918773171554,2166010,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12251.JPG,0.14833222263075652,774579,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12254.JPG,0.282212864233845,1473693,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12259.JPG,0.16442955847657567,858638,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12260.JPG,0.4315217391304348,2253372,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12261.JPG,0.5413882250206821,2827086,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12262.JPG,0.5233800977418268,2733049,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12263.JPG,0.3140314290529154,1639847,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12264.JPG,0.05945073842571315,310447,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12265.JPG,0.2309493443024788,1205999,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12272.JPG,0.028793049299874376,150355,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12273.JPG,0.2879061724423201,1503423,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12274.JPG,0.540503684468548,2822467,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12275.JPG,0.618764937034654,3231141,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12276.JPG,0.22329564604589883,1166032,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12277.JPG,0.5241020544167663,2736819,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12278.JPG,0.2658598752949107,1388299,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12279.JPG,0.04425747617734473,231109,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12280.JPG,0.0058262095168060786,30424,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12281.JPG,0.015839384747372613,82712,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12282.JPG,0.006231807457793302,32542,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12283.JPG,0.15177923062781506,792579,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12284.JPG,0.3514667019027484,1835331,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12285.JPG,0.6719754419830254,3509002,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12286.JPG,0.710309234917425,3709178,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12287.JPG,0.32500421300977417,1697146,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12288.JPG,0.24066243833685694,1256720,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12289.JPG,0.5426107638569722,2833470,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12290.JPG,0.27940106321046665,1459010,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12291.JPG,0.025862709501486045,135053,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12298.JPG,0.060802923062781504,317508,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12299.JPG,0.2848481018475963,1487454,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12300.JPG,0.31361683059104695,1637682,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12301.JPG,0.5663868845175721,2957627,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12302.JPG,0.7368908370867421,3847985,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12303.JPG,0.6693633759230322,3495362,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12304.JPG,0.4963758540919815,2592035,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12305.JPG,0.14144988816374054,738640,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12306.JPG,0.03872292183717866,202208,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12307.JPG,0.09190891472868216,479941,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12308.JPG,0.06842827925360787,357327,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12309.JPG,0.08332777982044919,435131,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12310.JPG,0.3414353341299752,1782948,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12311.JPG,0.17771605080123787,928019,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12312.JPG,0.40631587615283266,2121749,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12313.JPG,0.681299024113736,3557689,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12314.JPG,0.8294853234059503,4331506,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12315.JPG,0.6771315914452921,3535927,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12316.JPG,0.40893828323681713,2135443,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12317.JPG,0.14725254312590005,768941,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12318.JPG,0.10855106933848087,566845,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12319.JPG,0.27002615896068877,1410055,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12320.JPG,0.48830621687042314,2549896,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12321.JPG,0.3377755691393204,1763837,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12322.JPG,0.7082096240463278,3698214,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12323.JPG,0.811941201703588,4239892,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12324.JPG,0.6011532156754603,3139174,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12325.JPG,0.3314468624567209,1730789,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12326.JPG,0.07726391825229034,403466,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12332.JPG,0.14833490363697643,774593,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12334.JPG,0.09138535251401783,477207,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12335.JPG,0.276150917670129,1442038,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12336.JPG,0.5003762983730122,2612925,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12337.JPG,0.6751641158807489,3525653,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12338.JPG,0.5784297729570732,3020514,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12339.JPG,0.5029674908845788,2626456,5221920,
data/raw/external/river_water_dataset\2023\images\DJI_12340.JPG,0.2737192450286485,1429340,5221920,
